ticket_id,org_id,type,title,priority,status,owner_team,created_at,due_at,sla_days,related_finding_id,related_alert_id,notes
TCK-2CRUIXGH,ORG-EMBER,change_request,Restrict overly broad cloud permissions,P1,blocked,IT Ops,2025-11-23T21:53:21Z,2026-02-21T21:53:21Z,90,FND-XDOTKNIX,,Potential business exception; document rationale if accepting risk.
TCK-STQBFO3X,ORG-EMBER,risk_acceptance,Enforce MFA for privileged access,P4,ready_for_retest,Customer Apps,2025-11-29T08:50:29Z,2025-12-29T08:50:29Z,30,FND-K524JHBT,,Proceed via change management; schedule maintenance window if needed.
TCK-O79IK297,ORG-ORION,exception,Enforce MFA for privileged access,P1,blocked,IT Ops,2025-12-17T09:53:54Z,2026-02-15T09:53:54Z,60,FND-1162TD3L,,Proceed via change management; schedule maintenance window if needed.
TCK-30YD44QY,ORG-EMBER,risk_acceptance,Restrict overly broad cloud permissions,P4,open,Platform,2025-10-25T06:57:04Z,2025-12-24T06:57:04Z,60,FND-IDTGKKNO,,Proceed via change management; schedule maintenance window if needed.
TCK-IM6CSBV6,ORG-ORION,remediation,Investigate suspicious authentication activity,P4,open,Payments,2025-10-11T19:11:50Z,2025-11-10T19:11:50Z,30,FND-1E1CINAV,,Confirm impact on downstream systems before rollout.
TCK-YM9OK63X,ORG-ACME,remediation,Harden TLS policy for internet-facing services,P2,blocked,IT Ops,2025-12-24T15:14:44Z,2026-02-22T15:14:44Z,60,,,Confirm impact on downstream systems before rollout.
TCK-LXKF4J8W,ORG-EMBER,risk_acceptance,Restrict overly broad cloud permissions,P2,closed,IT Ops,2025-09-21T14:00:35Z,2025-12-20T14:00:35Z,90,,,Proceed via change management; schedule maintenance window if needed.
TCK-J2QTN58B,ORG-ORION,change_request,Restrict overly broad cloud permissions,P2,in_progress,Payments,2025-08-21T22:28:07Z,2025-09-04T22:28:07Z,14,,,Coordinate with service owner; capture before/after evidence.
TCK-3CDA6D9M,ORG-ACME,remediation,Restrict overly broad cloud permissions,P4,ready_for_retest,Data,2025-09-22T09:48:26Z,2025-12-21T09:48:26Z,90,FND-0LIP0YMP,,Confirm impact on downstream systems before rollout.
TCK-C44OTPSG,ORG-ACME,change_request,Restrict overly broad cloud permissions,P2,in_progress,Payments,2025-09-02T17:32:15Z,2025-11-01T17:32:15Z,60,FND-J0KP03FG,,Potential business exception; document rationale if accepting risk.
TCK-5R8159GY,ORG-EMBER,risk_acceptance,Review public exposure and confirm intended access,P3,closed,Infra,2025-10-09T08:33:31Z,2025-11-08T08:33:31Z,30,FND-LIPAIJGC,,Confirm impact on downstream systems before rollout.
TCK-R36RYF37,ORG-EMBER,change_request,Harden TLS policy for internet-facing services,P4,ready_for_retest,IT Ops,2025-10-29T17:23:46Z,2026-01-27T17:23:46Z,90,FND-TF9J6YQ0,,Proceed via change management; schedule maintenance window if needed.
TCK-Q5JQ8831,ORG-ACME,remediation,Restrict overly broad cloud permissions,P3,blocked,Infra,2025-08-21T02:06:58Z,2025-10-20T02:06:58Z,60,FND-9PPBU8OZ,,Coordinate with service owner; capture before/after evidence.
TCK-ZA1H5LW6,ORG-ACME,investigation,Review public exposure and confirm intended access,P3,blocked,Platform,2025-11-30T08:46:21Z,2026-02-28T08:46:21Z,90,FND-8WFX0AYW,ALT-QGBOLK6B,Coordinate with service owner; capture before/after evidence.
TCK-2HRFUBIC,ORG-EMBER,exception,Investigate suspicious authentication activity,P3,ready_for_retest,Payments,2025-10-21T13:58:27Z,2025-11-04T13:58:27Z,14,FND-XRUM1WCB,,Coordinate with service owner; capture before/after evidence.
TCK-KXS8ELSZ,ORG-ACME,remediation,Restrict overly broad cloud permissions,P1,ready_for_retest,Security,2025-11-13T05:14:14Z,2026-02-11T05:14:14Z,90,,,Potential business exception; document rationale if accepting risk.
TCK-OYWNCLN0,ORG-ORION,remediation,Enforce MFA for privileged access,P4,closed,Infra,2025-08-27T00:30:07Z,2025-09-03T00:30:07Z,7,FND-I70EIMUL,,Proceed via change management; schedule maintenance window if needed.
TCK-RUI5I50V,ORG-EMBER,risk_acceptance,Review public exposure and confirm intended access,P1,open,Customer Apps,2025-12-25T23:28:50Z,2026-01-08T23:28:50Z,14,FND-P4JTMTOM,,Coordinate with service owner; capture before/after evidence.
TCK-CXOHBN77,ORG-EMBER,remediation,Harden TLS policy for internet-facing services,P4,ready_for_retest,Customer Apps,2025-12-27T08:43:12Z,2026-02-25T08:43:12Z,60,FND-QBC31HLC,,Coordinate with service owner; capture before/after evidence.
TCK-EVV4PB1Q,ORG-EMBER,investigation,Enable audit logging for critical event sources,P1,ready_for_retest,Payments,2025-09-21T08:14:51Z,2025-10-05T08:14:51Z,14,FND-ZQHLMJ2D,ALT-R1J0IK4H,Coordinate with service owner; capture before/after evidence.
TCK-WW17TSSQ,ORG-EMBER,investigation,Investigate suspicious authentication activity,P3,in_progress,Infra,2025-09-07T16:11:13Z,2025-09-21T16:11:13Z,14,,ALT-G4UJMJA3,Coordinate with service owner; capture before/after evidence.
TCK-GMS8PV4A,ORG-ACME,remediation,Enforce MFA for privileged access,P1,in_progress,Infra,2025-11-26T06:13:05Z,2026-01-25T06:13:05Z,60,FND-57V3TPFR,,Coordinate with service owner; capture before/after evidence.
TCK-2OC9RU8T,ORG-ACME,remediation,Enforce MFA for privileged access,P1,open,Payments,2025-09-26T19:28:17Z,2025-10-10T19:28:17Z,14,,,Confirm impact on downstream systems before rollout.
TCK-LT044KT7,ORG-EMBER,remediation,Restrict overly broad cloud permissions,P2,open,Platform,2025-09-10T12:33:48Z,2025-12-09T12:33:48Z,90,,,Potential business exception; document rationale if accepting risk.
TCK-JPM1APB8,ORG-ACME,remediation,Investigate suspicious authentication activity,P4,closed,Payments,2025-12-23T03:01:01Z,2026-01-06T03:01:01Z,14,FND-B1O7OLC8,,Confirm impact on downstream systems before rollout.
TCK-CV153ZDY,ORG-ACME,change_request,Investigate suspicious authentication activity,P4,blocked,Security,2025-11-24T00:20:10Z,2025-12-08T00:20:10Z,14,FND-OCDM561W,,Potential business exception; document rationale if accepting risk.
TCK-2EFKRWC5,ORG-ORION,exception,Review public exposure and confirm intended access,P2,closed,Security,2025-10-17T19:34:43Z,2025-11-16T19:34:43Z,30,,,Potential business exception; document rationale if accepting risk.
TCK-QKJTZW3G,ORG-EMBER,change_request,Restrict overly broad cloud permissions,P1,closed,Security,2025-12-20T11:14:52Z,2025-12-27T11:14:52Z,7,FND-YCGCK40D,,Potential business exception; document rationale if accepting risk.
TCK-8XL6VTLL,ORG-EMBER,exception,Review public exposure and confirm intended access,P1,blocked,IT Ops,2025-11-17T07:05:12Z,2025-12-01T07:05:12Z,14,FND-DTROR76P,,Coordinate with service owner; capture before/after evidence.
TCK-QJ1PPIJE,ORG-ORION,investigation,Review public exposure and confirm intended access,P4,ready_for_retest,IT Ops,2025-12-13T06:36:47Z,2025-12-20T06:36:47Z,7,FND-L448HP6A,ALT-3OLVCD9L,Confirm impact on downstream systems before rollout.
TCK-E9300AVG,ORG-ORION,change_request,Investigate suspicious authentication activity,P3,in_progress,Platform,2025-11-17T00:26:46Z,2025-12-17T00:26:46Z,30,,,Confirm impact on downstream systems before rollout.
TCK-KFRYIDBK,ORG-ORION,exception,Investigate suspicious authentication activity,P4,in_progress,Payments,2025-11-29T00:08:17Z,2025-12-13T00:08:17Z,14,FND-R6UWV2NA,,Potential business exception; document rationale if accepting risk.
TCK-XKULHYON,ORG-ACME,change_request,Harden TLS policy for internet-facing services,P2,closed,Customer Apps,2025-12-24T14:24:05Z,2026-03-24T14:24:05Z,90,,,Potential business exception; document rationale if accepting risk.
TCK-3LT78NRD,ORG-ACME,remediation,Review public exposure and confirm intended access,P2,open,Security,2025-12-07T18:59:26Z,2026-01-06T18:59:26Z,30,FND-KV85ROKF,,Confirm impact on downstream systems before rollout.
TCK-1YYE6Y9C,ORG-EMBER,risk_acceptance,Investigate suspicious authentication activity,P4,open,IT Ops,2025-10-05T07:26:10Z,2025-10-19T07:26:10Z,14,FND-BCZRER7O,,Confirm impact on downstream systems before rollout.
TCK-QQL2N0XT,ORG-ACME,investigation,Review public exposure and confirm intended access,P3,in_progress,Security,2025-12-29T11:51:22Z,2026-01-12T11:51:22Z,14,FND-7GXHVCZO,ALT-1XA7OW94,Confirm impact on downstream systems before rollout.
TCK-DP892YAQ,ORG-EMBER,remediation,Enable audit logging for critical event sources,P1,in_progress,Security,2025-10-10T03:27:48Z,2025-12-09T03:27:48Z,60,FND-7YGE0YZH,,Confirm impact on downstream systems before rollout.
TCK-GB81C2LY,ORG-EMBER,remediation,Restrict overly broad cloud permissions,P2,open,IT Ops,2025-08-28T12:46:46Z,2025-10-27T12:46:46Z,60,,,Potential business exception; document rationale if accepting risk.
TCK-7QR8PJ8A,ORG-EMBER,remediation,Enforce MFA for privileged access,P2,closed,Payments,2025-08-16T14:53:02Z,2025-11-14T14:53:02Z,90,FND-RWRFVZ9D,,Proceed via change management; schedule maintenance window if needed.
TCK-M41W4IX1,ORG-ORION,exception,Review public exposure and confirm intended access,P2,in_progress,Customer Apps,2025-12-06T14:00:07Z,2026-02-04T14:00:07Z,60,FND-7ZNB18PV,,Coordinate with service owner; capture before/after evidence.
TCK-173RLT5K,ORG-EMBER,exception,Restrict overly broad cloud permissions,P2,open,Infra,2025-10-05T21:45:13Z,2025-10-12T21:45:13Z,7,FND-UZ0B6CD8,,Potential business exception; document rationale if accepting risk.
TCK-5C38X9DE,ORG-EMBER,change_request,Restrict overly broad cloud permissions,P3,blocked,IT Ops,2025-11-15T13:15:34Z,2025-11-22T13:15:34Z,7,FND-GXK2GXTP,,Potential business exception; document rationale if accepting risk.
TCK-RGZXM0MN,ORG-ORION,risk_acceptance,Harden TLS policy for internet-facing services,P4,closed,Payments,2025-10-06T10:17:44Z,2026-01-04T10:17:44Z,90,FND-5BBKN5CL,,Proceed via change management; schedule maintenance window if needed.
TCK-I6CP9L4T,ORG-EMBER,remediation,Investigate suspicious authentication activity,P3,closed,Infra,2025-11-14T15:01:08Z,2025-12-14T15:01:08Z,30,FND-G6V5F2EE,,Potential business exception; document rationale if accepting risk.
TCK-EGPVZBN7,ORG-EMBER,change_request,Investigate suspicious authentication activity,P3,closed,Security,2025-10-25T04:42:06Z,2025-11-08T04:42:06Z,14,FND-65AF63K2,,Proceed via change management; schedule maintenance window if needed.
TCK-O76UBUL2,ORG-ORION,exception,Review public exposure and confirm intended access,P2,in_progress,Platform,2025-11-27T10:10:05Z,2025-12-04T10:10:05Z,7,FND-AOJVMV6O,,Proceed via change management; schedule maintenance window if needed.
TCK-XCRQ9S92,ORG-ACME,change_request,Enforce MFA for privileged access,P1,blocked,Payments,2025-09-04T17:18:20Z,2025-10-04T17:18:20Z,30,FND-LYU6FMY6,,Confirm impact on downstream systems before rollout.
TCK-LT643CRS,ORG-ACME,exception,Investigate suspicious authentication activity,P2,in_progress,Data,2025-08-22T21:20:46Z,2025-09-05T21:20:46Z,14,FND-VXIXE8T7,,Confirm impact on downstream systems before rollout.
TCK-90V5ZCSB,ORG-ACME,remediation,Restrict overly broad cloud permissions,P3,closed,Platform,2025-08-12T21:58:02Z,2025-09-11T21:58:02Z,30,,,Coordinate with service owner; capture before/after evidence.
TCK-ETEJACD1,ORG-EMBER,change_request,Harden TLS policy for internet-facing services,P3,blocked,Data,2025-10-20T12:48:21Z,2025-10-27T12:48:21Z,7,,,Confirm impact on downstream systems before rollout.
TCK-F4NN8MJ8,ORG-EMBER,risk_acceptance,Investigate suspicious authentication activity,P4,ready_for_retest,Customer Apps,2025-12-10T16:12:04Z,2026-03-10T16:12:04Z,90,FND-999OG20E,,Proceed via change management; schedule maintenance window if needed.
TCK-4YWEX4OE,ORG-ACME,risk_acceptance,Restrict overly broad cloud permissions,P2,ready_for_retest,Infra,2025-10-26T09:01:15Z,2025-12-25T09:01:15Z,60,FND-R71TMDFM,,Potential business exception; document rationale if accepting risk.
TCK-FGS97PBH,ORG-ORION,remediation,Investigate suspicious authentication activity,P3,ready_for_retest,IT Ops,2025-09-19T08:42:53Z,2025-10-03T08:42:53Z,14,FND-MEJ748RR,,Potential business exception; document rationale if accepting risk.
TCK-RKE54IJO,ORG-ORION,risk_acceptance,Harden TLS policy for internet-facing services,P3,closed,Customer Apps,2025-08-26T09:00:14Z,2025-11-24T09:00:14Z,90,,,Coordinate with service owner; capture before/after evidence.
TCK-XX2V02CY,ORG-ORION,exception,Harden TLS policy for internet-facing services,P3,open,IT Ops,2025-10-14T03:09:06Z,2025-12-13T03:09:06Z,60,FND-RIC5N46E,,Potential business exception; document rationale if accepting risk.
TCK-HN4I48C6,ORG-ORION,exception,Enable audit logging for critical event sources,P4,open,Infra,2025-11-18T20:12:23Z,2025-11-25T20:12:23Z,7,FND-9O03NPNM,,Confirm impact on downstream systems before rollout.
TCK-XSK5AKVF,ORG-ORION,change_request,Harden TLS policy for internet-facing services,P1,in_progress,Platform,2025-11-17T21:29:51Z,2026-02-15T21:29:51Z,90,FND-7YGE0YZH,,Potential business exception; document rationale if accepting risk.
TCK-AKSEFOFD,ORG-EMBER,investigation,Harden TLS policy for internet-facing services,P2,open,Customer Apps,2025-12-04T08:59:15Z,2026-03-04T08:59:15Z,90,FND-K524JHBT,ALT-X840SX3T,Coordinate with service owner; capture before/after evidence.
TCK-T4T87E0A,ORG-EMBER,exception,Enforce MFA for privileged access,P1,in_progress,Platform,2025-12-07T01:22:27Z,2026-01-06T01:22:27Z,30,,,Confirm impact on downstream systems before rollout.
TCK-NU34O3LV,ORG-EMBER,investigation,Investigate suspicious authentication activity,P1,blocked,Infra,2025-08-12T06:45:46Z,2025-08-26T06:45:46Z,14,,ALT-S7SYJ1AT,Potential business exception; document rationale if accepting risk.
TCK-8CPQ9RSK,ORG-ORION,change_request,Review public exposure and confirm intended access,P2,ready_for_retest,Customer Apps,2025-12-12T10:26:34Z,2026-01-11T10:26:34Z,30,FND-Z8ZTTAR3,,Confirm impact on downstream systems before rollout.
TCK-CXF4SP4L,ORG-EMBER,exception,Harden TLS policy for internet-facing services,P1,in_progress,Infra,2025-11-15T22:26:46Z,2025-12-15T22:26:46Z,30,,,Proceed via change management; schedule maintenance window if needed.
TCK-7KMY8RQS,ORG-ORION,remediation,Harden TLS policy for internet-facing services,P2,open,Customer Apps,2025-11-16T12:47:54Z,2025-11-30T12:47:54Z,14,,,Confirm impact on downstream systems before rollout.
TCK-MGPYB1AM,ORG-ACME,risk_acceptance,Restrict overly broad cloud permissions,P3,open,Payments,2025-11-16T02:24:57Z,2026-02-14T02:24:57Z,90,FND-C0UAE5E0,,Confirm impact on downstream systems before rollout.
TCK-10JTES5S,ORG-EMBER,change_request,Review public exposure and confirm intended access,P1,in_progress,Data,2025-09-27T09:32:21Z,2025-10-04T09:32:21Z,7,FND-96IHEV08,,Proceed via change management; schedule maintenance window if needed.
TCK-H9Y11KPZ,ORG-ACME,investigation,Investigate suspicious authentication activity,P2,blocked,Data,2025-12-30T11:14:20Z,2026-02-28T11:14:20Z,60,,ALT-U6GRMC2H,Confirm impact on downstream systems before rollout.
TCK-6G55AP5K,ORG-ACME,change_request,Enable audit logging for critical event sources,P1,open,Infra,2025-08-20T14:07:41Z,2025-08-27T14:07:41Z,7,FND-4EH1Q7MO,,Proceed via change management; schedule maintenance window if needed.
TCK-0OVB99J0,ORG-ORION,change_request,Review public exposure and confirm intended access,P3,in_progress,Payments,2025-08-15T23:57:40Z,2025-10-14T23:57:40Z,60,FND-SOF6BKTX,,Coordinate with service owner; capture before/after evidence.
TCK-O6HJ0O97,ORG-ACME,investigation,Investigate suspicious authentication activity,P1,open,Security,2025-11-21T19:32:14Z,2025-12-05T19:32:14Z,14,,ALT-TFADQT4C,Potential business exception; document rationale if accepting risk.
TCK-H7ZN2I3Z,ORG-EMBER,risk_acceptance,Restrict overly broad cloud permissions,P3,ready_for_retest,Data,2025-09-15T13:25:10Z,2025-11-14T13:25:10Z,60,,,Potential business exception; document rationale if accepting risk.
TCK-FYJ1NOJB,ORG-ORION,remediation,Investigate suspicious authentication activity,P2,blocked,Payments,2025-12-21T05:54:49Z,2026-02-19T05:54:49Z,60,,,Coordinate with service owner; capture before/after evidence.
TCK-TLPYQNF4,ORG-ACME,change_request,Harden TLS policy for internet-facing services,P3,ready_for_retest,IT Ops,2025-10-26T09:05:44Z,2026-01-24T09:05:44Z,90,FND-XLRNW5UL,,Confirm impact on downstream systems before rollout.
TCK-7DBNXWDW,ORG-EMBER,investigation,Investigate suspicious authentication activity,P3,closed,Data,2025-08-29T18:13:53Z,2025-09-12T18:13:53Z,14,FND-LSSH1EFK,,Proceed via change management; schedule maintenance window if needed.
TCK-R3BMON1K,ORG-ORION,remediation,Review public exposure and confirm intended access,P1,blocked,Customer Apps,2025-11-26T20:47:19Z,2026-02-24T20:47:19Z,90,FND-Q1DFTUD5,,Proceed via change management; schedule maintenance window if needed.
TCK-2CLDKQO6,ORG-ORION,remediation,Review public exposure and confirm intended access,P1,open,Payments,2025-11-07T03:06:10Z,2025-11-21T03:06:10Z,14,FND-AD05WF5Z,,Coordinate with service owner; capture before/after evidence.
TCK-2JHLFR2C,ORG-ACME,risk_acceptance,Restrict overly broad cloud permissions,P3,blocked,IT Ops,2025-10-20T19:17:45Z,2025-12-19T19:17:45Z,60,FND-6XW68EAH,,Confirm impact on downstream systems before rollout.
TCK-EQQABSDY,ORG-ORION,change_request,Restrict overly broad cloud permissions,P3,in_progress,Data,2025-11-26T15:59:19Z,2026-02-24T15:59:19Z,90,FND-5BWDVQV5,,Proceed via change management; schedule maintenance window if needed.
